Path,Heroes,Talents,Exp,Win
"['bush1', 'tree4', 'bush4', 'cave']","[('pouko', 'ranger'), ('tyrki', 'wizard'), ('insio', 'thief')]","{'pouko': ['Grudge'], 'tyrki': ['Lightning Zap'], 'insio': ['Greedy']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('urri', 'thief'), ('feetu', 'paladin'), ('huho', 'bard')]","{'urri': ['Deadly', 'Inconspicuous'], 'feetu': ['Healing hands', 'Holy Presence'], 'huho': ['Icicle']}",17,False
"['bush1', 'tree3', 'bush4', 'cave']","[('auri', 'thief'), ('tyrki', 'wizard'), ('fantti', 'cleric')]","{'auri': ['Nimble'], 'tyrki': ['Icicle'], 'fantti': ['Domain Tempest']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('fantti', 'cleric'), ('zaku', 'paladin'), ('meijo', 'warrior')]","{'fantti': ['Domain Stone', 'Mud Ground'], 'zaku': ['Overwhelming Presence', 'Protective Presence'], 'meijo': ['Threatening']}",16,False
"['bush1', 'tree3', 'bush4', 'cave']","[('heijo', 'cleric'), ('auri', 'thief'), ('yanne', 'ranger')]","{'heijo': ['Domain Warmth'], 'auri': ['Deadly', 'Ambush'], 'yanne': ['Hunter']}",18,False
"['tree1', 'tree2', 'bush2', 'cave']","[('duomo', 'warrior'), ('meijo', 'warrior'), ('insio', 'thief')]","{'duomo': ['Intimidating'], 'meijo': ['Well Rounded'], 'insio': ['Agile']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('urri', 'thief'), ('wuhani', 'wizard'), ('fantti', 'cleric')]","{'urri': ['Agile'], 'wuhani': ['Lightning Zap'], 'fantti': ['Domain War']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('marvi', 'thief'), ('tekka', 'barbarian'), ('surho', 'warrior')]","{'marvi': ['Ambush', 'Agile'], 'tekka': ['Primal Brutality', 'Violent Nature'], 'surho': ['Well Rounded', 'Dangerous']}",18,False
"['bush1', 'tree4', 'bush4', 'cave']","[('duomo', 'warrior'), ('lustav', 'bard'), ('fantti', 'cleric')]","{'duomo': ['Dangerous'], 'lustav': ['Nimble Fingers'], 'fantti': ['Domain War']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('duomo', 'warrior'), ('zaku', 'paladin'), ('tekka', 'barbarian')]","{'duomo': ['Well Rounded'], 'zaku': ['Overwhelming Presence'], 'tekka': ['Naturally Hardy']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('bouko', 'warrior'), ('ohannes', 'wizard'), ('feetu', 'paladin')]","{'bouko': ['Armored'], 'ohannes': ['Dissolver'], 'feetu': ['Holy Presence']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('heijo', 'cleric'), ('lustav', 'bard'), ('seino', 'cleric')]","{'heijo': ['Domain Flame'], 'lustav': ['Nimble Fingers'], 'seino': ['Domain War']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('duomo', 'warrior'), ('fantti', 'cleric'), ('urri', 'thief')]","{'duomo': ['Dangerous'], 'fantti': ['Domain Stone'], 'urri': ['Precise Strikes']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('yanne', 'ranger'), ('baawo', 'wizard'), ('surho', 'warrior')]","{'yanne': ['Thorn Strike'], 'baawo': ['Acid Splash'], 'surho': ['Armored']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('tyrki', 'wizard'), ('marvi', 'thief'), ('insio', 'thief')]","{'tyrki': ['Lightning Zap'], 'marvi': ['Greedy'], 'insio': ['Deadly']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('insio', 'thief'), ('fantti', 'cleric'), ('baawo', 'wizard')]","{'insio': ['Greedy'], 'fantti': ['Domain Stone'], 'baawo': ['Fire Gush']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('tekka', 'barbarian'), ('heijo', 'cleric'), ('auri', 'thief')]","{'tekka': ['Intimidating Presence'], 'heijo': ['Domain Flame'], 'auri': ['Ambush']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('marvi', 'thief'), ('molli', 'cleric'), ('baawo', 'wizard')]","{'marvi': ['Precise Strikes'], 'molli': ['Domain War'], 'baawo': ['Lightning Zap']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('fantti', 'cleric'), ('insio', 'thief'), ('auri', 'thief')]","{'fantti': ['Domain Tempest'], 'insio': ['Agile'], 'auri': ['Precise Strikes']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('seino', 'cleric'), ('zaku', 'paladin'), ('heijo', 'cleric')]","{'seino': ['Domain Warmth'], 'zaku': ['Crusader'], 'heijo': ['Domain Flame']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('insio', 'thief'), ('marvi', 'thief'), ('fantti', 'cleric')]","{'insio': ['Deadly'], 'marvi': ['Greedy'], 'fantti': ['Domain Flame']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('baawo', 'wizard'), ('molli', 'cleric'), ('huho', 'bard')]","{'baawo': ['Lightning Zap'], 'molli': ['Domain Stone'], 'huho': ['Icicle']}",2,False
"['tree1', 'tree2', 'bush2', 'cave']","[('huho', 'bard'), ('yanne', 'ranger'), ('wuhani', 'wizard')]","{'huho': ['Virtuoso'], 'yanne': ['Grasping Roots'], 'wuhani': ['Icicle']}",5,False
"['bush1', 'tree3', 'bush4', 'cave']","[('molli', 'cleric'), ('surho', 'warrior'), ('yanne', 'ranger')]","{'molli': ['Domain Tempest'], 'surho': ['Threatening', 'Intimidating'], 'yanne': ['Swift']}",18,False
"['tree1', 'tree2', 'bush2', 'cave']","[('auri', 'thief'), ('feetu', 'paladin'), ('lustav', 'bard')]","{'auri': ['Deadly'], 'feetu': ['Smite'], 'lustav': ['Icicle']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('fantti', 'cleric'), ('yanne', 'ranger'), ('heijo', 'cleric')]","{'fantti': ['Domain Warmth'], 'yanne': ['Hunter'], 'heijo': ['Domain Stone']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('duomo', 'warrior'), ('yanne', 'ranger'), ('surho', 'warrior')]","{'duomo': ['Ominous'], 'yanne': ['Survival Skills', 'Thorn Strike'], 'surho': ['Ominous', 'Well Rounded']}",18,False
"['tree1', 'tree2', 'bush2', 'cave']","[('bouko', 'warrior'), ('surho', 'warrior'), ('urri', 'thief')]","{'bouko': ['Armored'], 'surho': ['Armored'], 'urri': ['Precise Strikes']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('huho', 'bard'), ('pouko', 'ranger'), ('marvi', 'thief')]","{'huho': ['Helpful tune'], 'pouko': ['Grasping Roots'], 'marvi': ['Inconspicuous']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('pouko', 'ranger'), ('fantti', 'cleric'), ('surho', 'warrior')]","{'pouko': ['Survival Skills'], 'fantti': ['Domain Tempest'], 'surho': ['Intimidating']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('fantti', 'cleric'), ('bouko', 'warrior'), ('insio', 'thief')]","{'fantti': ['Domain Warmth'], 'bouko': ['Well Rounded'], 'insio': ['Nimble']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('yanne', 'ranger'), ('heijo', 'cleric'), ('surho', 'warrior')]","{'yanne': ['Green Power', 'Hunter'], 'heijo': ['Domain Tempest', 'Speed of Wind'], 'surho': ['Armored']}",18,False
"['tree1', 'bush2', 'bush3', 'cave']","[('seino', 'cleric'), ('baawo', 'wizard'), ('marvi', 'thief')]","{'seino': ['Domain Tempest'], 'baawo': ['Dissolver'], 'marvi': ['Precise Strikes']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('surho', 'warrior'), ('insio', 'thief'), ('auri', 'thief')]","{'surho': ['Dangerous'], 'insio': ['Agile'], 'auri': ['Greedy']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('domi', 'barbarian'), ('seino', 'cleric'), ('huho', 'bard')]","{'domi': ['Intimidating Presence'], 'seino': ['Domain Stone'], 'huho': ['Helpful tune']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('urri', 'thief'), ('seino', 'cleric'), ('huho', 'bard')]","{'urri': ['Inconspicuous'], 'seino': ['Domain War'], 'huho': ['Icicle']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('feetu', 'paladin'), ('lustav', 'bard'), ('auri', 'thief')]","{'feetu': ['Healing hands'], 'lustav': ['Nimble Fingers'], 'auri': ['Agile']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('insio', 'thief'), ('meijo', 'warrior'), ('zaku', 'paladin')]","{'insio': ['Deadly'], 'meijo': ['Well Rounded'], 'zaku': ['Healing hands']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('marvi', 'thief'), ('duomo', 'warrior'), ('baawo', 'wizard')]","{'marvi': ['Precise Strikes'], 'duomo': ['Well Rounded'], 'baawo': ['Freezing Wind', 'Dissolver']}",16,False
"['tree1', 'bush2', 'bush3', 'cave']","[('fantti', 'cleric'), ('urri', 'thief'), ('meijo', 'warrior')]","{'fantti': ['Domain Warmth'], 'urri': ['Nimble'], 'meijo': ['Ominous']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('domi', 'barbarian'), ('bouko', 'warrior'), ('wuhani', 'wizard')]","{'domi': ['Violent Nature'], 'bouko': ['Threatening'], 'wuhani': ['Lightning Zap']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('meijo', 'warrior'), ('wuhani', 'wizard'), ('baawo', 'wizard')]","{'meijo': ['Ominous'], 'wuhani': ['Fire Gush'], 'baawo': ['Acid Splash']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('seino', 'cleric'), ('domi', 'barbarian'), ('urri', 'thief')]","{'seino': ['Domain Stone'], 'domi': ['Violent Nature'], 'urri': ['Greedy']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('feetu', 'paladin'), ('huho', 'bard'), ('heijo', 'cleric')]","{'feetu': ['Protective Presence'], 'huho': ['Acid Splash'], 'heijo': ['Domain Tempest']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('pouko', 'ranger'), ('wuhani', 'wizard'), ('seino', 'cleric')]","{'pouko': ['Hunter'], 'wuhani': ['Storm Child'], 'seino': ['Domain Warmth']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('domi', 'barbarian'), ('meijo', 'warrior'), ('yanne', 'ranger')]","{'domi': ['Violent Nature', 'Naturally Hardy'], 'meijo': ['Prepared', 'Well Rounded'], 'yanne': ['Thorn Strike']}",17,False
"['tree1', 'bush2', 'bush3', 'cave']","[('bouko', 'warrior'), ('meijo', 'warrior'), ('lustav', 'bard')]","{'bouko': ['Intimidating'], 'meijo': ['Dangerous'], 'lustav': ['Lound Tune']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('domi', 'barbarian'), ('auri', 'thief'), ('baawo', 'wizard')]","{'domi': ['Violent Nature'], 'auri': ['Inconspicuous'], 'baawo': ['Icicle']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('zaku', 'paladin'), ('wuhani', 'wizard'), ('ohannes', 'wizard')]","{'zaku': ['Overwhelming Presence'], 'wuhani': ['Storm Child'], 'ohannes': ['Acid Splash']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('feetu', 'paladin'), ('seino', 'cleric'), ('urri', 'thief')]","{'feetu': ['Protective Presence'], 'seino': ['Domain War'], 'urri': ['Agile']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('pouko', 'ranger'), ('duomo', 'warrior'), ('fantti', 'cleric')]","{'pouko': ['Grudge', 'Thorn Strike'], 'duomo': ['Intimidating', 'Ominous'], 'fantti': ['Domain Warmth', 'Heal Wounds']}",18,False
"['tree1', 'bush2', 'bush3', 'cave']","[('tyrki', 'wizard'), ('pouko', 'ranger'), ('huho', 'bard')]","{'tyrki': ['Dissolver'], 'pouko': ['Grasping Roots'], 'huho': ['Rapid Tune']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('huho', 'bard'), ('insio', 'thief'), ('heijo', 'cleric')]","{'huho': ['Acid Splash'], 'insio': ['Nimble'], 'heijo': ['Domain Tempest']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('ohannes', 'wizard'), ('pouko', 'ranger'), ('insio', 'thief')]","{'ohannes': ['Freezing Wind'], 'pouko': ['Hunter'], 'insio': ['Inconspicuous']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('molli', 'cleric'), ('urri', 'thief'), ('seino', 'cleric')]","{'molli': ['Domain Tempest'], 'urri': ['Agile'], 'seino': ['Domain Stone']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('zaku', 'paladin'), ('meijo', 'warrior'), ('domi', 'barbarian')]","{'zaku': ['Protective Presence'], 'meijo': ['Well Rounded', 'Well Rounded'], 'domi': ['Savage', 'Intimidating Presence']}",18,False
"['tree1', 'tree2', 'bush2', 'cave']","[('pouko', 'ranger'), ('zaku', 'paladin'), ('insio', 'thief')]","{'pouko': ['Hunter'], 'zaku': ['Healing hands'], 'insio': ['Ambush']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('lustav', 'bard'), ('huho', 'bard'), ('insio', 'thief')]","{'lustav': ['Helpful tune'], 'huho': ['Acid Splash'], 'insio': ['Nimble']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('feetu', 'paladin'), ('yanne', 'ranger'), ('heijo', 'cleric')]","{'feetu': ['Healing hands'], 'yanne': ['Grudge'], 'heijo': ['Domain Warmth']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('seino', 'cleric'), ('bouko', 'warrior'), ('tekka', 'barbarian')]","{'seino': ['Domain Warmth', 'Comfort'], 'bouko': ['Intimidating'], 'tekka': ['Rage']}",18,False
"['bush1', 'tree3', 'bush4', 'cave']","[('wuhani', 'wizard'), ('tyrki', 'wizard'), ('zaku', 'paladin')]","{'wuhani': ['Dissolver'], 'tyrki': ['Acid Splash'], 'zaku': ['Inspiring Presence']}",2,False
"['bush1', 'tree3', 'bush4', 'cave']","[('insio', 'thief'), ('yanne', 'ranger'), ('ohannes', 'wizard')]","{'insio': ['Nimble'], 'yanne': ['Grasping Roots'], 'ohannes': ['Fire Gush']}",2,False
"['bush1', 'tree3', 'bush4', 'cave']","[('bouko', 'warrior'), ('heijo', 'cleric'), ('tekka', 'barbarian')]","{'bouko': ['Threatening', 'Threatening'], 'heijo': ['Domain Warmth'], 'tekka': ['Primal Brutality', 'Iron Skin']}",18,False
"['tree1', 'tree2', 'bush2', 'cave']","[('insio', 'thief'), ('seino', 'cleric'), ('tyrki', 'wizard')]","{'insio': ['Deadly'], 'seino': ['Domain Flame'], 'tyrki': ['Freezing Wind']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('duomo', 'warrior'), ('meijo', 'warrior'), ('seino', 'cleric')]","{'duomo': ['Ominous', 'Well Rounded'], 'meijo': ['Well Rounded'], 'seino': ['Domain Warmth', 'Heal Wounds']}",18,False
"['tree1', 'tree2', 'bush2', 'cave']","[('huho', 'bard'), ('surho', 'warrior'), ('lustav', 'bard')]","{'huho': ['Nimble Fingers'], 'surho': ['Intimidating'], 'lustav': ['Nimble Fingers']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('marvi', 'thief'), ('heijo', 'cleric'), ('domi', 'barbarian')]","{'marvi': ['Precise Strikes', 'Inconspicuous'], 'heijo': ['Domain War', 'Zealous'], 'domi': ['Savage', 'Naturally Hardy']}",18,False
"['tree1', 'bush2', 'bush3', 'cave']","[('baawo', 'wizard'), ('pouko', 'ranger'), ('ohannes', 'wizard')]","{'baawo': ['Fire Gush'], 'pouko': ['Grasping Roots'], 'ohannes': ['Freezing Wind']}",3,False
"['tree1', 'bush2', 'bush3', 'cave']","[('insio', 'thief'), ('fantti', 'cleric'), ('baawo', 'wizard')]","{'insio': ['Deadly'], 'fantti': ['Domain Warmth'], 'baawo': ['Fire Gush']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('ohannes', 'wizard'), ('huho', 'bard'), ('heijo', 'cleric')]","{'ohannes': ['Burn'], 'huho': ['Nimble Fingers'], 'heijo': ['Domain Tempest']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('ohannes', 'wizard'), ('marvi', 'thief'), ('fantti', 'cleric')]","{'ohannes': ['Acid Splash'], 'marvi': ['Ambush'], 'fantti': ['Domain Warmth']}",5,False
"['tree1', 'tree2', 'bush2', 'cave']","[('tyrki', 'wizard'), ('insio', 'thief'), ('zaku', 'paladin')]","{'tyrki': ['Freezing Wind'], 'insio': ['Inconspicuous'], 'zaku': ['Smite']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('pouko', 'ranger'), ('bouko', 'warrior'), ('meijo', 'warrior')]","{'pouko': ['Grasping Roots'], 'bouko': ['Intimidating'], 'meijo': ['Intimidating']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('marvi', 'thief'), ('molli', 'cleric'), ('lustav', 'bard')]","{'marvi': ['Ambush'], 'molli': ['Domain Tempest'], 'lustav': ['Nimble Fingers']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('insio', 'thief'), ('wuhani', 'wizard'), ('huho', 'bard')]","{'insio': ['Deadly'], 'wuhani': ['Burn'], 'huho': ['Nimble Fingers']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('lustav', 'bard'), ('baawo', 'wizard'), ('wuhani', 'wizard')]","{'lustav': ['Virtuoso'], 'baawo': ['Acid Splash'], 'wuhani': ['Icicle']}",5,False
"['bush1', 'tree4', 'bush4', 'cave']","[('auri', 'thief'), ('feetu', 'paladin'), ('yanne', 'ranger')]","{'auri': ['Inconspicuous'], 'feetu': ['Protective Presence'], 'yanne': ['Grasping Roots']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('huho', 'bard'), ('auri', 'thief'), ('meijo', 'warrior')]","{'huho': ['Nimble Fingers'], 'auri': ['Nimble'], 'meijo': ['Dangerous']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('tekka', 'barbarian'), ('tyrki', 'wizard'), ('marvi', 'thief')]","{'tekka': ['Iron Skin'], 'tyrki': ['Fire Gush'], 'marvi': ['Greedy']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('fantti', 'cleric'), ('baawo', 'wizard'), ('heijo', 'cleric')]","{'fantti': ['Domain Flame'], 'baawo': ['Icicle'], 'heijo': ['Domain War']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('auri', 'thief'), ('tekka', 'barbarian'), ('surho', 'warrior')]","{'auri': ['Precise Strikes'], 'tekka': ['Savage'], 'surho': ['Threatening']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('heijo', 'cleric'), ('baawo', 'wizard'), ('insio', 'thief')]","{'heijo': ['Domain Stone'], 'baawo': ['Storm Child'], 'insio': ['Deadly']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('auri', 'thief'), ('zaku', 'paladin'), ('huho', 'bard')]","{'auri': ['Ambush'], 'zaku': ['Overwhelming Presence'], 'huho': ['Helpful tune']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('domi', 'barbarian'), ('feetu', 'paladin'), ('insio', 'thief')]","{'domi': ['Intimidating Presence', 'Violent Nature'], 'feetu': ['Inspiring Presence'], 'insio': ['Ambush']}",16,False
"['tree1', 'tree2', 'bush2', 'cave']","[('pouko', 'ranger'), ('fantti', 'cleric'), ('surho', 'warrior')]","{'pouko': ['Swift'], 'fantti': ['Domain Stone'], 'surho': ['Well Rounded']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('ohannes', 'wizard'), ('insio', 'thief'), ('molli', 'cleric')]","{'ohannes': ['Freezing Wind'], 'insio': ['Agile'], 'molli': ['Domain Warmth']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('insio', 'thief'), ('surho', 'warrior'), ('duomo', 'warrior')]","{'insio': ['Precise Strikes', 'Greedy'], 'surho': ['Dangerous', 'Well Rounded'], 'duomo': ['Armored', 'Prepared']}",16,False
"['bush1', 'tree4', 'bush4', 'cave']","[('auri', 'thief'), ('lustav', 'bard'), ('domi', 'barbarian')]","{'auri': ['Precise Strikes', 'Nimble'], 'lustav': ['Lound Tune', 'Acid Splash'], 'domi': ['Savage', 'Primal Brutality']}",17,False
"['bush1', 'tree4', 'bush4', 'cave']","[('baawo', 'wizard'), ('zaku', 'paladin'), ('molli', 'cleric')]","{'baawo': ['Dissolver'], 'zaku': ['Healing hands'], 'molli': ['Domain Warmth']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('duomo', 'warrior'), ('meijo', 'warrior'), ('yanne', 'ranger')]","{'duomo': ['Threatening'], 'meijo': ['Intimidating'], 'yanne': ['Hunter']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('marvi', 'thief'), ('tyrki', 'wizard'), ('lustav', 'bard')]","{'marvi': ['Inconspicuous'], 'tyrki': ['Fire Gush'], 'lustav': ['Helpful tune']}",3,False
"['bush1', 'tree4', 'bush4', 'cave']","[('molli', 'cleric'), ('insio', 'thief'), ('ohannes', 'wizard')]","{'molli': ['Domain Flame'], 'insio': ['Deadly'], 'ohannes': ['Freezing Wind']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('surho', 'warrior'), ('pouko', 'ranger'), ('yanne', 'ranger')]","{'surho': ['Intimidating'], 'pouko': ['Grasping Roots'], 'yanne': ['Swift', 'Hunter']}",18,False
"['bush1', 'tree3', 'bush4', 'cave']","[('fantti', 'cleric'), ('duomo', 'warrior'), ('domi', 'barbarian')]","{'fantti': ['Domain War'], 'duomo': ['Ominous'], 'domi': ['Rage']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('yanne', 'ranger'), ('bouko', 'warrior'), ('urri', 'thief')]","{'yanne': ['Survival Skills'], 'bouko': ['Threatening'], 'urri': ['Nimble']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('lustav', 'bard'), ('heijo', 'cleric'), ('domi', 'barbarian')]","{'lustav': ['Virtuoso'], 'heijo': ['Domain Tempest'], 'domi': ['Violent Nature']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('wuhani', 'wizard'), ('heijo', 'cleric'), ('pouko', 'ranger')]","{'wuhani': ['Lightning Zap'], 'heijo': ['Domain Warmth'], 'pouko': ['Swift']}",11,False
"['tree1', 'bush2', 'bush3', 'cave']","[('domi', 'barbarian'), ('wuhani', 'wizard'), ('surho', 'warrior')]","{'domi': ['Violent Nature', 'Iron Skin'], 'wuhani': ['Lightning Zap'], 'surho': ['Ominous', 'Threatening']}",16,False
"['bush1', 'tree4', 'bush4', 'cave']","[('lustav', 'bard'), ('zaku', 'paladin'), ('bouko', 'warrior')]","{'lustav': ['Lound Tune'], 'zaku': ['Overwhelming Presence'], 'bouko': ['Armored']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('auri', 'thief'), ('tekka', 'barbarian'), ('bouko', 'warrior')]","{'auri': ['Agile'], 'tekka': ['Violent Nature'], 'bouko': ['Dangerous']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('surho', 'warrior'), ('baawo', 'wizard'), ('insio', 'thief')]","{'surho': ['Dangerous'], 'baawo': ['Fire Gush'], 'insio': ['Deadly']}",9,False
"['tree1', 'tree2', 'bush2', 'cave']","[('lustav', 'bard'), ('molli', 'cleric'), ('tyrki', 'wizard')]","{'lustav': ['Virtuoso'], 'molli': ['Domain Flame'], 'tyrki': ['Storm Child']}",5,False
"['tree1', 'tree2', 'bush2', 'cave']","[('tyrki', 'wizard'), ('auri', 'thief'), ('wuhani', 'wizard')]","{'tyrki': ['Icicle'], 'auri': ['Nimble'], 'wuhani': ['Icicle']}",5,False
"['tree1', 'tree2', 'bush2', 'cave']","[('zaku', 'paladin'), ('seino', 'cleric'), ('molli', 'cleric')]","{'zaku': ['Overwhelming Presence'], 'seino': ['Domain Stone'], 'molli': ['Domain Stone']}",11,False
"['tree1', 'tree2', 'bush2', 'cave']","[('pouko', 'ranger'), ('ohannes', 'wizard'), ('urri', 'thief')]","{'pouko': ['Thorn Strike'], 'ohannes': ['Storm Child'], 'urri': ['Precise Strikes']}",11,False
"['bush1', 'tree4', 'bush4', 'cave']","[('heijo', 'cleric'), ('urri', 'thief'), ('duomo', 'warrior')]","{'heijo': ['Domain Warmth'], 'urri': ['Inconspicuous'], 'duomo': ['Ominous']}",8,False
"['tree1', 'tree2', 'bush2', 'cave']","[('feetu', 'paladin'), ('zaku', 'paladin'), ('surho', 'warrior')]","{'feetu': ['Crusader'], 'zaku': ['Inspiring Presence'], 'surho': ['Ominous']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('urri', 'thief'), ('lustav', 'bard'), ('feetu', 'paladin')]","{'urri': ['Inconspicuous'], 'lustav': ['Nimble Fingers'], 'feetu': ['Holy Presence']}",9,False
"['tree1', 'bush2', 'bush3', 'cave']","[('meijo', 'warrior'), ('pouko', 'ranger'), ('insio', 'thief')]","{'meijo': ['Dangerous', 'Armored'], 'pouko': ['Survival Skills', 'Thorn Strike'], 'insio': ['Precise Strikes', 'Agile']}",16,False
"['tree1', 'tree2', 'bush2', 'cave']","[('urri', 'thief'), ('tyrki', 'wizard'), ('domi', 'barbarian')]","{'urri': ['Greedy'], 'tyrki': ['Acid Splash'], 'domi': ['Rage']}",11,False
"['bush1', 'tree3', 'bush4', 'cave']","[('urri', 'thief'), ('insio', 'thief'), ('huho', 'bard')]","{'urri': ['Ambush'], 'insio': ['Greedy'], 'huho': ['Nimble Fingers']}",2,False
"['tree1', 'bush2', 'bush3', 'cave']","[('auri', 'thief'), ('yanne', 'ranger'), ('urri', 'thief')]","{'auri': ['Inconspicuous'], 'yanne': ['Grasping Roots'], 'urri': ['Nimble']}",9,False
"['bush1', 'tree3', 'bush4', 'cave']","[('insio', 'thief'), ('fantti', 'cleric'), ('molli', 'cleric')]","{'insio': ['Deadly'], 'fantti': ['Domain War'], 'molli': ['Domain Warmth']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('fantti', 'cleric'), ('zaku', 'paladin'), ('huho', 'bard')]","{'fantti': ['Domain Tempest'], 'zaku': ['Protective Presence'], 'huho': ['Virtuoso']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('ohannes', 'wizard'), ('baawo', 'wizard'), ('yanne', 'ranger')]","{'ohannes': ['Burn'], 'baawo': ['Dissolver'], 'yanne': ['Green Power']}",9,False
"['bush1', 'tree4', 'bush4', 'cave']","[('yanne', 'ranger'), ('molli', 'cleric'), ('baawo', 'wizard')]","{'yanne': ['Swift'], 'molli': ['Domain Flame'], 'baawo': ['Storm Child']}",8,False
"['bush1', 'tree4', 'bush4', 'cave']","[('feetu', 'paladin'), ('huho', 'bard'), ('baawo', 'wizard')]","{'feetu': ['Healing hands'], 'huho': ['Acid Splash'], 'baawo': ['Fire Gush']}",8,False
"['bush1', 'tree3', 'bush4', 'cave']","[('wuhani', 'wizard'), ('ohannes', 'wizard'), ('tyrki', 'wizard')]","{'wuhani': ['Dissolver'], 'ohannes': ['Acid Splash'], 'tyrki': ['Storm Child']}",2,False
"['bush1', 'tree4', 'bush4', 'cave']","[('marvi', 'thief'), ('seino', 'cleric'), ('fantti', 'cleric')]","{'marvi': ['Precise Strikes', 'Nimble'], 'seino': ['Domain Tempest'], 'fantti': ['Domain Tempest']}",17,False
"['tree1', 'tree2', 'bush2', 'cave']","[('auri', 'thief'), ('tyrki', 'wizard'), ('huho', 'bard')]","{'auri': ['Inconspicuous'], 'tyrki': ['Fire Gush'], 'huho': ['Rapid Tune']}",5,False
